50,52,58,63,63,70,73,71,68,71,69,72,75,74,72,73,75,80,84,90,94,96,102,107,113,119,126,133,141,146,152,160,165,172,181,188,193,196,199,203,209,215,223,227,233,240,244,253,261,265,271,276,277,275,280,282,282,276,271,271,270
280,272,266,259,249,243,234,225,218,210,204,197,189,183,177,171,162,158,153,145,140,134,127,124,126,125,120,120,115,115,116,112,115,115,118,122,126,135,140,144,145,147,151,153,153,154,158,157,161,159,157,153,147,141,133,127,117,118,115,109,100
