10000, 6518.54080000002, 4603.73824000001, 3550.59683200001, 2971.36905760001, 2971.36902066295, 2971.36898372589, 2971.36894678883, 2971.36890985177, 2971.36887291472, 10000, 5601.85408, 3182.873824, 1852.4346832, 1120.69315576, 718.235315668, 496.8835036174, 375.14000698957, 373.904426535568, 360.457836867514, 300.105890277133, 266.912319652423, 248.655855808833, 238.614800694858
0, 0, 1.44022947723597e-16, 1.40274538545077e-14, 3.4836936838906e-15, 3.48368999341001e-15, 3.48369030025313e-15, 3.48368934952559e-15, 3.48369356665741e-15, 3.48369870225821e-15, 0, 0, -8.48647009859461e-18, 4.60372258318207e-18, 5.78133226809141e-17, -1.71760682384004e-16, 2.76051386458212e-16, 3.26714916678778e-16, 4.56386537340047e-16, -1.37002029322657e-16, -3.57476441926408e-15, -3.06551743129102e-15, 3.68312235647924e-15, 9.78689242378032e-15
0, 10.584, 16.4052, 19.60686, 21.3677730000001, 21.3677731122926, 21.3677732245851, 21.3677733368776, 21.3677734491701, 21.3677735614626, 0, 1.0584, 1.64052, 1.960686, 2.1367773, 2.233627515, 2.28689513325, 2.3161923232875, 2.3164896618425, 2.3197255414071, 2.3342490477739, 2.34223697627565, 2.34663033695161, 2.34904668532338
0, 0, 1.08806406380321e-17, 1.16902358447635e-15, 8.28413714324577e-16, 8.28413460641448e-16, 8.28413520828562e-16, 8.28413702636585e-16, 8.28414182936234e-16, 8.28414522885547e-16, 0, 0, -1.2998081403712e-18, 2.74154271688453e-18, -1.39804578342321e-17, 4.84999938236943e-18, 2.72135113129802e-17, -7.51683872020605e-17, -7.33956749218308e-17, -6.7489922722218e-17, -4.69050067835331e-17, -1.08557856455852e-16, -3.44583994844188e-17, 1.31533405885128e-16
0, -118.5408, -183.73824, -219.596832, -239.319057600001, -239.319058857677, -239.319060115353, -239.31906137303, -239.319062630706, -239.319063888382, 0, -11.85408, -18.373824, -21.9596832, -23.93190576, -25.016628168, -25.6132254924, -25.94135402082, -25.944684212636, -25.9809260637595, -26.1435893350677, -26.2330541342873, -26.282259773858, -26.3093228756219
0, 0, -1.4974057468976e-16, -4.01464731399502e-15, 2.01858092781839e-14, 2.01858126844238e-14, 2.01858124609616e-14, 2.01858102633655e-14, 2.018580442583e-14, 2.01857969639257e-14, 0, 0, 3.89548686875046e-17, 9.21037891543814e-17, 1.58484721376261e-16, 1.31847132190017e-16, -4.57102904819525e-16, 1.08238171462418e-15, 1.06090525831817e-15, 9.4989097177172e-16, 6.38408273012277e-16, 6.9763421243219e-16, -2.39468488380591e-16, -2.20207255807367e-15
0, 10.584, 16.4052, 19.60686, 21.3677730000001, 21.3677731122926, 21.3677732245851, 21.3677733368776, 21.3677734491701, 21.3677735614626, 0, 1.0584, 1.64052, 1.960686, 2.1367773, 2.233627515, 2.28689513325, 2.3161923232875, 2.3164896618425, 2.3197255414071, 2.3342490477739, 2.34223697627565, 2.34663033695161, 2.34904668532338
0, 0, 9.08527560057946e-18, 1.93636657674676e-15, 9.09977558287692e-16, 9.09977185877289e-16, 9.09977095586656e-16, 9.09977377315029e-16, 9.09978132836562e-16, 9.0997810871597e-16, 0, 0, 1.01442611622681e-18, 7.02002067436626e-18, 1.58891400202532e-17, 6.63104336694238e-17, 4.1674460242748e-17, -1.35057301032248e-17, -1.16972869838587e-17, -1.71306189105975e-17, -7.30901339385804e-18, -6.15187419100613e-17, -1.61870167784075e-17, 1.38358906866151e-16
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
