0.0001, 0.000155419175273936, 0.000224551074017599, 0.000297787370430583, 0.00036313602395023, 0.000363136029009331, 0.000363136034068431, 0.000363136039127532, 0.000363136044186632, 0.000363136049245732, 0.0001, 0.000178655652742387, 0.000315113385864869, 0.000543623121943691, 0.000904846853034054, 0.00142734922130042, 0.00209435501108881, 0.00282373925504248, 0.00283379944555096, 0.00294816371512551, 0.0036044487765964, 0.00410947897955241, 0.00445457770464878
0, -1.53488581166406e-09, 2.77799614661258e-07, 6.52196420618042e-07, 7.44535625358884e-07, 7.44535562255795e-07, 7.44535499152693e-07, 7.44535436049569e-07, 7.44535372946437e-07, 7.44535309843291e-07, 0, 4.3902050393732e-10, 1.18291628077371e-08, 7.67321341348304e-08, 3.00083974815762e-07, 7.59054521276149e-07, 9.6570942591213e-07, -5.40528976516147e-07, -5.80083855375003e-07, -9.77952805658244e-07, -3.53882162988356e-06, -2.18385149024696e-06, -3.80698613677027e-07
0, -7.78329411007235e-08, -1.7174407913594e-07, -2.74629272933019e-07, -3.74665910846543e-07, -3.74665923395006e-07, -3.74665935943468e-07, -3.74665948491938e-07, -3.74665961040407e-07, -3.7466597358888e-07, 0, -2.10884976125666e-08, -8.07271219963194e-08, -2.46909934704383e-07, -6.56760333873622e-07, -1.51234706684134e-06, -2.95693183032985e-06, -4.78103778725463e-06, -4.80607633378005e-06, -5.09028556637293e-06, -6.5284936278211e-06, -7.49657138392884e-06, -7.69370173438623e-06
0, -1.45135278746126e-10, 2.86210451683883e-08, 7.60001160340074e-08, 1.01415790578417e-07, 1.01415783462697e-07, 1.01415776346975e-07, 1.0141576923125e-07, 1.01415762115524e-07, 1.01415754999796e-07, 0, 3.95298258054019e-11, 1.07610690211952e-09, 7.1082246096082e-09, 2.86845569744174e-08, 7.64442381140392e-08, 1.0553104685633e-07, -6.63453532616187e-08, -7.13327422038742e-08, -1.22876984842876e-07, -5.17013021931992e-07, -3.91918490324153e-07, -8.32405275969214e-08
0, 0.000103923937107964, 0.000167169518669352, 0.000231269203731983, 0.00028532892465971, 0.000285328927723526, 0.000285328930787343, 0.000285328933851158, 0.000285328936914972, 0.000285328939978786, 0, 6.63594411766485e-05, 0.000155300553566201, 0.000299358429950209, 0.000528481930708999, 0.000861210767709557, 0.00128031716876418, 0.00173627444243243, 0.00174268943873425, 0.00181595662882552, 0.00226215820941362, 0.00263075940253489, 0.00298276848569909
0, -9.91082460036624e-08, 1.005126394295e-05, 1.96146843668216e-05, 2.26641025796118e-05, 2.26641008052999e-05, 2.26640990309876e-05, 2.26640972566746e-05, 2.26640954823614e-05, 2.26640937080477e-05, 0, 2.12727485301698e-07, 2.16468493973611e-06, 7.19429062388596e-06, 1.69699369020653e-05, 2.98801028620008e-05, 3.06891379179614e-05, -1.60076608905814e-05, -1.7177773815568e-05, -2.89718931959756e-05, -0.000111503340051003, -8.29977728661345e-05, -1.76177505760837e-05
0, -7.4280489203537e-05, -0.000186289447856265, -0.000333124476026643, -0.000501619430995102, -0.000501619453016935, -0.000501619475038773, -0.000501619497060617, -0.000501619519082465, -0.000501619541104317, 0, -1.53484367655685e-05, -6.86062885645875e-05, -0.000230544452374689, -0.000658324147338773, -0.00162276428578662, -0.00343288202242572, -0.00615025787741141, -0.00619277368124966, -0.00668039051813215, -0.00966483619749244, -0.0118861390668506, -0.0124625001627071
0, -1.64552047374092e-07, 3.45875273455732e-05, 0.000101502529171459, 0.000150202574767079, 0.000150202565508042, 0.000150202556249002, 0.000150202546989957, 0.000150202537730911, 0.00015020252847186, 0, 5.88794306619282e-08, 1.29290838434529e-06, 8.07326586994284e-06, 3.26470996551158e-05, 9.0502516606335e-05, 0.000133788989162902, -9.16731669674937e-05, -9.86884414121518e-05, -0.000172400059466911, -0.000793346999809459, -0.000680319818935818, -0.000156895620557577
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
