0.0001, 2.46777147625725e-05, 3.163071916664e-05, 8.39905484563521e-05, 0.000164209795369322, 0.000193955749904588, 0.000199031511928874, 0.000199835185010512, 0.000199931288728005, 0.000199912118102497, 0.000199925108454873, 0.000199925108454873, 0.000663259240709053, 0.000941879474683683, 0.000992112813546412, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8.13364286187316e-06, 6.20413464373919e-06, -3.90211149000444e-06, -6.56702525149156e-06, -1.40676136831839e-06, -1.58329304598339e-07, -1.11106405322119e-08, 1.70456894701503e-09, 5.30224885701583e-09, 2.13684201762357e-08, 2.13684201762357e-08, 5.27847905761179e-08, 1.4216987288299e-07, 1.39327559795287e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 3.07409659673468e-06, 3.17854118956341e-06, 5.81431342291693e-06, 8.43474256594489e-06, 7.73119592334057e-06, 4.34612877379687e-06, 1.40884627104206e-06, 8.17038629340882e-07, 1.10977776790638e-06, 1.19036052793041e-06, 1.19036052793041e-06, 3.74863785288137e-06, 1.03117482764935e-05, 9.48444986669042e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -4.46109954767443e-07, -5.39355585493427e-07, -1.12517193517235e-06, -1.40591233300315e-06, -8.49942374381727e-07, -3.77405768824997e-07, -1.0577287916619e-07, -5.47577928280018e-08, -7.16198548483525e-08, -7.14215623670627e-08, -7.14215623670627e-08, -2.28484883289171e-07, -6.50101980781603e-07, -5.91335469011107e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -2.19613382284176e-08, -1.51867480124509e-07, -5.49656233539888e-07, -4.56654499891551e-07, -1.48539492771111e-07, -2.4558265768343e-08, -1.39301506828973e-09, 4.73399001456948e-10, 3.20139350680007e-09, 1.39150202379236e-08, 1.39150202379236e-08, 3.45402054972389e-08, 7.65019964487126e-08, 6.96832256967384e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -1.80421937182532e-08, -2.11836597985672e-08, -6.84288350865974e-08, -1.24047271106498e-07, 1.86742319869575e-09, 6.52612050774029e-08, 4.95321603566181e-08, 4.5749233622063e-08, 6.52493797677864e-08, 7.07773648070168e-08, 7.07773648070168e-08, 2.26578745602812e-07, 5.55214576904823e-07, 5.30403328258157e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 8.13364286187316e-06, 6.20413464373919e-06, -3.90211149000444e-06, -6.56702525149156e-06, -1.40676136831839e-06, -1.58329304598339e-07, -1.11106405322119e-08, 1.70456894701503e-09, 5.30224885701583e-09, 2.13684201762357e-08, 2.13684201762357e-08, 5.27847905761179e-08, 1.4216987288299e-07, 1.39327559795287e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0001, 8.24366526037448e-05, 7.20369752612474e-05, 0.000103360740808565, 0.000161906633038883, 0.000192769295283857, 0.000198930327522909, 0.000199829598839662, 0.00019995871508027, 0.000199991109614451, 0.000199985758561504, 0.000199985758561504, 0.00066346070216887, 0.00094244540168108, 0.000992594758769395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 2.73787931667834e-06, 1.97669834644137e-06, -4.09033082679837e-07, -1.67399310989911e-06, -1.54480133249924e-06, -1.06507530259178e-06, -3.90027486552315e-07, -2.7141975464082e-07, -1.54970467088373e-07, -3.56028147061341e-07, -3.56028147061341e-07, -1.00780224504414e-06, -3.05276409582188e-06, -2.91597854632341e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -7.42804063776652e-07, -1.32805309005237e-06, -1.93126493012623e-06, -1.38175900662248e-06, -3.10139572616571e-07, -1.96815412502751e-08, 2.62048101522717e-10, 7.28281064223475e-09, 5.89639419527028e-09, 1.8748138667937e-08, 1.8748138667937e-08, 4.9372260602267e-08, 1.52539214408128e-07, 1.47288163287533e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
