0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0209105290236144, -0.0164253781227136, -0.0539202092083005, -0.0915731848635071, -0.129380471821164, -0.167335103826716, -0.205426905214044, -0.24364241954268, -0.28196484582755, -0.320373985013998, -0.358846199451511, -0.397354388191452, -0.435867980969221, -0.474352953721143, -0.512771868423131, -0.551083939913781, -0.589245132172313, -0.627208286255737, -0.664923281755874, -0.702337233213178, -0.739394722421392, -0.776038066978174, -0.81220762478863, -0.847842133521333, -0.882879083263249, -0.917255119838197, -0.950906475462901, -0.983769422638135, -1.01578074643437, -1.04687822965741, -1.07700114479512, -1.10609074617633, -1.13409075543855, -1.16094783322189, -1.18661202999502, -1.21103720908424, -1.23418143532009, -1.25600732323323, -1.27648233940967, -1.29557905443879, -1.31327534083057, -1.32955451431307, -1.34440541701613, -1.35782244216737, -1.36980550103775, -1.38035993394312, -1.38949636810295, -1.39723052605231, -1.40358298907356, -1.40857892074539
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0209105290236171, -0.0164253781227106, -0.0539202092082972, -0.0915731848635036, -0.12938047182116, -0.167335103826712, -0.20542690521404, -0.243642419542676, -0.281964845827545, -0.320373985013994, -0.358846199451506, -0.397354388191448, -0.435867980969216, -0.474352953721138, -0.512771868423126, -0.551083939913777, -0.589245132172308, -0.627208286255733, -0.66492328175587, -0.702337233213173, -0.739394722421388, -0.77603806697817, -0.812207624788626, -0.847842133521329, -0.882879083263246, -0.917255119838195, -0.950906475462899, -0.983769422638132, -1.01578074643437, -1.04687822965741, -1.07700114479512, -1.10609074617633, -1.13409075543855, -1.16094783322189, -1.18661202999503, -1.21103720908424, -1.23418143532009, -1.25600732323324, -1.27648233940967, -1.29557905443879, -1.31327534083058, -1.32955451431307, -1.34440541701614, -1.35782244216737, -1.36980550103776, -1.38035993394312, -1.38949636810296, -1.39723052605231, -1.40358298907357, -1.40857892074539
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.259154349184451, -0.260332925871841, -0.260294655963981, -0.259023941395351, -0.256505205393337, -0.252723148005144, -0.24766301257625, -0.24131086283714, -0.233653869918021, -0.224680608248981, -0.214381358918289, -0.20274841865846, -0.189776412214084, -0.17546260542462, -0.159807215938601, -0.142813718073585, -0.124489137961152, -0.104844334781666, -0.083894263614011, -0.0616582152160323, -0.0381600279269822, -0.0134282668581651, 0.0125036343748055, 0.0395972739144937, 0.0678092281141274, 0.0970910478993065, 0.12738930814749, 0.158645712453782, 0.190797254792704, 0.223776438624018, 0.257511552947536, 0.291927003713422, 0.326943697870939, 0.362479476223286, 0.398449590184172, 0.434767216538506, 0.47134400342903, 0.508090640054205, 0.544917441996729, 0.581734943727788, 0.618454489663395, 0.654988815192508, 0.691252609350308, 0.727163051264755, 0.762640313143413, 0.797608023367216, 0.831993684189789, 0.865729039572485, 0.898750389781937, 0.930998850502888
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.259154349184483, -0.260332925871873, -0.260294655964014, -0.259023941395384, -0.256505205393371, -0.252723148005178, -0.247663012576285, -0.241310862837175, -0.233653869918056, -0.224680608249017, -0.214381358918325, -0.202748418658497, -0.189776412214121, -0.175462605424657, -0.159807215938639, -0.142813718073623, -0.124489137961191, -0.104844334781705, -0.08389426361405, -0.0616582152160715, -0.0381600279270216, -0.0134282668582047, 0.0125036343747658, 0.039597273914454, 0.0678092281140876, 0.0970910478992667, 0.12738930814745, 0.158645712453742, 0.190797254792665, 0.223776438623979, 0.257511552947497, 0.291927003713383, 0.326943697870901, 0.362479476223248, 0.398449590184134, 0.434767216538469, 0.471344003428994, 0.508090640054169, 0.544917441996695, 0.581734943727754, 0.618454489663362, 0.654988815192476, 0.691252609350276, 0.727163051264725, 0.762640313143383, 0.797608023367188, 0.83199368418976, 0.865729039572459, 0.898750389781912, 0.930998850502863
