10000, 14618.5408000003, 15761.6296480004, 16673.2430042804, 17000.3982475155, 18468.7598361338
0, 5.74092296433241e-13, 7.16180139800468e-13, 8.29495194885831e-13, 8.70161135279591e-13, 1.05268092083702e-12
0, 10.5839999999966, 13.2035399999957, 15.2926231499951, 16.0423428654511, 19.4072885759947
0, -1.36162200632354e-12, -1.69862345288861e-12, -1.96738210652426e-12, -2.06383286834776e-12, -2.4967300839148e-12
0, 5.74092296433241e-13, 7.16180139800468e-13, 8.29495194885831e-13, 8.70161135279591e-13, 1.05268092083702e-12
10000, 14618.5407999999, 15761.6296479999, 16673.2430042799, 17000.3982475149, 18468.7598361331
0, 1.18395601845634e-12, 1.47698513302428e-12, 1.71067585189221e-12, 1.79454160862595e-12, 2.17095390320061e-12
0, 10.5839999999986, 13.2035399999983, 15.292623149998, 16.0423428654541, 19.4072885759984
0, 10.5839999999966, 13.2035399999957, 15.2926231499951, 16.0423428654511, 19.4072885759947
0, 1.18395601845634e-12, 1.47698513302428e-12, 1.71067585189221e-12, 1.79454160862595e-12, 2.17095390320061e-12
10000, 14501.2599999997, 15615.3218499997, 16503.7861753746, 16822.6338101436, 18253.7085955787
0, 6.20435090251524e-13, 7.73992775088776e-13, 8.96455028746485e-13, 9.40403670027895e-13, 1.13765710876687e-12
0, -1.36162200632354e-12, -1.69862345288861e-12, -1.96738210652426e-12, -2.06383286834776e-12, -2.4967300839148e-12
0, 10.5839999999986, 13.2035399999983, 15.292623149998, 16.0423428654541, 19.4072885759984
0, 6.20435090251524e-13, 7.73992775088776e-13, 8.96455028746485e-13, 9.40403670027895e-13, 1.13765710876687e-12
10000, 14501.2599999898, 15615.3218499873, 16503.7861753603, 16822.6338101286, 18253.7085955606
20, 259.16604531555, 318.359641531149, 365.566534513089, 382.507908231983, 458.545394843141
0, 4.96789990815635, 6.19745513542505, 7.17802542917184, 7.52992759334021, 9.10936008449347
0, 3.19744231092045e-14, 3.98880928287326e-14, 4.61992444300563e-14, 4.84641589609813e-14, 5.86297105377442e-14
0, -2.34968818922695e-15, -2.93123601606062e-15, -3.39502040796047e-15, -3.56146103160353e-15, -4.30849175660889e-15
0, 4.96789990815635, 6.19745513542505, 7.17802542917184, 7.52992759334021, 9.10936008449347
20, 249.575943025899, 306.395988924809, 351.709975529189, 367.972032471837, 440.960560885409
0, 1.95742431967772e-16, 2.44188683879796e-16, 2.82824569779635e-16, 2.9669002333194e-16, 3.58921944800339e-16
0, 6.3948846218409e-15, 7.97761856574653e-15, 9.23984888601126e-15, 9.69283179219627e-15, 1.17259421075488e-14
0, 3.19744231092045e-14, 3.98880928287326e-14, 4.61992444300563e-14, 4.84641589609813e-14, 5.86297105377442e-14
