-7,-7,-6.7,-5.7,-5.7,-5.3,-5.6,-5.3,-5.3,-5.1,-5.2,-5,-5.2,-4.7,-5.1,-4.8,-3.6,-2.6,-1.5,-0.3,-0.7,0.3,0,0.7,1.9,2.1,2.8,3.9,5.2,6.3,7.6,8.9,10.2,11.1,12.2,11.8,13,13
-5,-3.7,-2.8,-2.5,-1.1,-0.2,0.7,2,3,3.5,4.9,6,7.2,8.2,9.3,10.7,11.4,12.4,12.2,12.5,13.9,14.9,15.5,16.6,17.4,18.4,19.2,19,19.5,20,20,19.8,19.5,19.7,19.6,18.2,17.9,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
