1.1155, 1.11968138275718, 1.132230120953, 1.15315080451173, 1.18244802335761, 1.22012636741494, 1.26619042660796, 1.32064479086095, 1.38349405009817, 1.45474279424389, 1.53439561322238, 1.6224570969579, 1.71893183537472, 1.8238244183971, 1.93713943594931, 2.05888147795561, 2.18905513434028, 2.32766499502758, 2.47471564994177, 2.63021168900713, 2.79415770214791, 2.96655827928839, 3.14741801035283, 3.33674148526549, 3.53453329395065, 3.74079802633256, 3.9555402723355, 4.17876462188373, 4.41047566490152, 4.65067799131314, 4.89937619104284, 5.1565748540149, 5.42227857015359, 5.69649192938316, 5.97921952162789, 6.27046593681204, 6.57023576485987, 6.87853359569566, 7.19536401924367, 7.52073162542817, 7.85464100417342, 8.19709674540369, 8.54810343904325, 8.90766567501635, 9.27578804324727, 9.65247513366028, 10.0377315361796, 10.4315618407296, 10.8339706372345, 11.2449625156185, 1.1155, 1.11876981894063, 1.12749707523981, 1.14069737791931, 1.15745926134897, 1.17694152975058, 1.19837065895821, 1.22103825549198, 1.24429857300698, 1.26756608618186, 1.29031312211193, 1.31206754926828, 1.33241052407594, 1.35097429514885, 1.36744006519611, 1.38153591058165, 1.39303475847688, 1.40175242149449, 1.40754568963251, 1.41031047929505, 1.40998003909519, 1.40652321209384, 1.39994275409296, 1.39027370759219, 1.37758183103873, 1.36196208305624, 1.34353716142726, 1.32245609671897, 1.29889290057413, 1.27304526882305, 1.24513333969456, 1.21539850750127, 1.18410229223819, 1.15152526555894, 1.11796603358373, 1.08374027695112, 1.04917984846209, 1.01463192858836, 0.98045823903666, 0.947034314484915, 0.914748832539363, 0.884003001907196, 0.855210008738188, 0.828794521060334, 0.805192251217286, 0.784849576207365, 0.768223215822878, 0.755779968492426, 0.747996504736095, 0.745359218152451, 1.1155, 1.11877056207526, 1.12750061521836, 1.14070623201276, 1.15747633647755, 1.17697005249335, 1.19841410939773, 1.22110030480772, 1.24438302473072, 1.26767682102855, 1.2904540462995, 1.3122425462398, 1.3326234095377, 1.35122877533775, 1.36773969828998, 1.38188407116571, 1.39343460498002, 1.40220686650847, 1.40805737302742, 1.41088174404421, 1.41061290972268, 1.40721937565757, 1.40070354361671, 1.39110008785968, 1.37847438666338, 1.36292100874039, 1.34456225432499, 1.32354675081713, 1.30004810300642, 1.27426359803234, 1.24641296535863, 1.2167371921373, 1.18549739440077, 1.15297374454639, 1.11946445556662, 1.08528482243661, 1.050766321007, 1.01625576467327, 0.982114519013175, 0.948717774507484, 0.916453877393174, 0.885723718643327, 0.856940181027279, 0.830527644176065, 0.806921547561109, 0.786568011286072, 0.76992351459081, 0.757454631970313, 0.749637826818729, 0.746959302517586
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0683146605581008, 0.136666805497709, 0.205056434818825, 0.273483548521449, 0.341948146605581, 0.41045022907122, 0.478989795918367, 0.547566847147022, 0.616181382757184, 0.684833402748854, 0.753522907122032, 0.822249895876717, 0.891014369012911, 0.959816326530612, 1.02865576842982, 1.09753269471054, 1.16644710537276, 1.23539900041649, 1.30438837984173, 1.37341524364848, 1.44247959183673, 1.5115814244065, 1.58072074135777, 1.64989754269054, 1.71911182840483, 1.78836359850062, 1.85765285297792, 1.92697959183673, 1.99634381507705, 2.06574552269887, 2.1351847147022, 2.20466139108704, 2.27417555185339, 2.34372719700125, 2.41331632653061, 2.48294294044148, 2.55260703873386, 2.62230862140774, 2.69204768846314, 2.76182423990004, 2.83163827571845, 2.90148979591836, 2.97137880049979, 3.04130528946272, 3.11126926280716, 3.1812707205331, 3.25130966264056, 3.32138608912952, 3.39149999999999, 0, 0.0489012682204529, 0.0894543965487396, 0.122266018730828, 0.147920848216001, 0.166982145531509, 0.179992186104156, 0.187472728569724, 0.189925483601464, 0.187832583272256, 0.181657050939421, 0.171843271604913, 0.158817462655401, 0.142988144826256, 0.124746613162156, 0.104467407668564, 0.0825087832695263, 0.0592131786180554, 0.0349076832588518, 0.00990450263408118, -0.0154985795342631, -0.0410177418464583, -0.066382669001235, -0.0913360987054433, -0.115633371407156, -0.139041982264499, -0.161341134514984, -0.182321293231506, -0.201783738372518, -0.219540116071033, -0.23541198725677, -0.249230372945569, -0.260835295824034, -0.270075318062818, -0.276807075569388, -0.280894809110532, -0.282209892879686, -0.280630361151707, -0.276040433666634, -0.268330040329918, -0.257394345728225, -0.243133273854897, -0.225451033332201, -0.204255643318929, -0.179458460208021, -0.150973705152255, -0.118717992406616, -0.0826098584420903, -0.0425692917646263, 0.00148273663788126, 0, 0.0489158240185817, 0.0894876121815233, 0.122321378247275, 0.148001248060294, 0.167089926218173, 0.180129163185852, 0.187640222897833, 0.19012435087967, 0.188063242903304, 0.181919514165223, 0.172137168940122, 0.159142070614503, 0.143342411944099, 0.125129185307725, 0.104876652651621, 0.0829428147396054, 0.0596698792551907, 0.0353847272553738, 0.0103993774669273, -0.0149885520410228, -0.040495385168736, -0.0658509322709236, -0.0907980377738267, -0.115092130613538, -0.138500776907269, -0.160803234022023, -0.181790005026922, -0.201262392437216, -0.219032050195609, -0.234920532986464, -0.248758842218478, -0.260386968305129, -0.269653429177444, -0.276414805240685, -0.280535271205494, -0.281886125368424, -0.280345316983982, -0.275796972368928, -0.268130920325409, -0.257242217381073, -0.243030673239392, -0.225400376726559, -0.204259222422936, -0.179518438083309, -0.151092112883697, -0.118896726483209, -0.08285067885564, -0.0428738208246072, 0.00111301477483484
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.1155, 1.11968138275718, 1.132230120953, 1.15315080451173, 1.18244802335761, 1.22012636741494, 1.26619042660796, 1.32064479086095, 1.38349405009817, 1.45474279424389, 1.53439561322238, 1.6224570969579, 1.71893183537472, 1.8238244183971, 1.93713943594931, 2.05888147795561, 2.18905513434028, 2.32766499502758, 2.47471564994177, 2.63021168900713, 2.79415770214791, 2.96655827928839, 3.14741801035283, 3.33674148526549, 3.53453329395065, 3.74079802633256, 3.9555402723355, 4.17876462188373, 4.41047566490152, 4.65067799131314, 4.89937619104284, 5.1565748540149, 5.42227857015359, 5.69649192938316, 5.97921952162789, 6.27046593681204, 6.57023576485987, 6.87853359569566, 7.19536401924367, 7.52073162542817, 7.85464100417342, 8.19709674540369, 8.54810343904325, 8.90766567501635, 9.27578804324727, 9.65247513366028, 10.0377315361796, 10.4315618407296, 10.8339706372345, 11.2449625156185, 1.1155, 1.11876981894063, 1.12749707523981, 1.14069737791931, 1.15745926134897, 1.17694152975058, 1.19837065895821, 1.22103825549198, 1.24429857300698, 1.26756608618186, 1.29031312211193, 1.31206754926828, 1.33241052407594, 1.35097429514885, 1.36744006519611, 1.38153591058165, 1.39303475847688, 1.40175242149449, 1.40754568963251, 1.41031047929505, 1.40998003909519, 1.40652321209384, 1.39994275409296, 1.39027370759219, 1.37758183103873, 1.36196208305624, 1.34353716142726, 1.32245609671897, 1.29889290057413, 1.27304526882305, 1.24513333969456, 1.21539850750127, 1.18410229223819, 1.15152526555894, 1.11796603358373, 1.08374027695112, 1.04917984846209, 1.01463192858836, 0.98045823903666, 0.947034314484915, 0.914748832539363, 0.884003001907196, 0.855210008738188, 0.828794521060334, 0.805192251217286, 0.784849576207365, 0.768223215822878, 0.755779968492426, 0.747996504736095, 0.745359218152451, 1.1155, 1.11877056207526, 1.12750061521836, 1.14070623201276, 1.15747633647755, 1.17697005249335, 1.19841410939773, 1.22110030480772, 1.24438302473072, 1.26767682102855, 1.2904540462995, 1.3122425462398, 1.3326234095377, 1.35122877533775, 1.36773969828998, 1.38188407116571, 1.39343460498002, 1.40220686650847, 1.40805737302742, 1.41088174404421, 1.41061290972268, 1.40721937565757, 1.40070354361671, 1.39110008785968, 1.37847438666338, 1.36292100874039, 1.34456225432499, 1.32354675081713, 1.30004810300642, 1.27426359803234, 1.24641296535863, 1.2167371921373, 1.18549739440077, 1.15297374454639, 1.11946445556662, 1.08528482243661, 1.050766321007, 1.01625576467327, 0.982114519013175, 0.948717774507484, 0.916453877393174, 0.885723718643327, 0.856940181027279, 0.830527644176065, 0.806921547561109, 0.786568011286072, 0.76992351459081, 0.757454631970313, 0.749637826818729, 0.746959302517586
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
