1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0.000333119042460954, -4.96703979555216e-09, -3.88030910469738e-08, -1.62247316042264e-09, 0.000286025737642909, -1.99292412779147e-06, -8.84117964456585e-05, -3.80983327589071e-06, 0.000245850548879586, -3.78264568984484e-06, -4.46749276489935e-05, -2.02785251602528e-06, 0, 0, 0, 0
-4.96703979555215e-09, 0.000333110198936895, -1.63139185976847e-09, -4.2630298949332e-08, -2.01523165291014e-06, 0.000280130095537683, -3.89905445766587e-06, -0.000104583472127194, -3.88114055840464e-06, 0.000228751435525382, -2.13553140740237e-06, -5.96161428135659e-05, 0, 0, 0, 0
-3.88030910469737e-08, -1.63139185976847e-09, 0.000333200188387772, -5.40942163597235e-10, 8.5888262833746e-05, -6.74701236134039e-07, 4.2853146358141e-05, -1.33186002871646e-06, 9.46576958059038e-05, -1.33130233558136e-06, 2.85759555359796e-06, -7.63242897940681e-07, 0, 0, 0, 0
-1.62247316042263e-09, -4.2630298949332e-08, -5.40942163597234e-10, 0.000333198588990659, -6.78409495062862e-07, 8.34791320215463e-05, -1.3541630944853e-06, 3.64237749030149e-05, -1.35668344912952e-06, 8.78861243318735e-05, -7.94774818510584e-07, -2.9215085973771e-06, 0, 0, 0, 0
0.000286025737642909, -2.01523165291014e-06, 8.5888262833746e-05, -6.78409495062863e-07, 0.0958993068610191, -0.000858940949444821, 0.143944921006854, -0.00174718893232924, 0.13453771538977, -0.00175709820852458, 0.025722594194789, -0.00106587940160332, 0, 0, 0, 0
-1.99292412779147e-06, 0.000280130095537683, -6.74701236134039e-07, 8.34791320215463e-05, -0.000858940949444821, 0.092324886712501, -0.00176587674200857, 0.134587659226316, -0.00177962899967611, 0.124710154485391, -0.00109997606615838, 0.0174801797300341, 0, 0, 0, 0
-8.84117964456587e-05, -3.89905445766587e-06, 4.28531463581409e-05, -1.3541630944853e-06, 0.143944921006854, -0.00176587674200857, 0.649787850112363, -0.00379642392897378, 0.332139296221825, -0.00385883308278863, 0.140305873515162, -0.0025642870582526, -0, -0, -0, -0
