1, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0, -0
-0, 1, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0
0, -0, 1, -0, 0, -0, 0, -0, 0, -0, 0, -0
-0, 0, -0, 1, -0, 0, -0, 0, -0, 0, -0, 0
0, -0, 0, -0, 1, -0, 0, -0, 0, -0, 0, -0
-0, 0, -0, 0, -0, 1, -0, 0, -0, 0, -0, 0
0, -0, 0, -0, 0, -0, 1, -0, 0, -0, 0, -0
-0, 0, -0, 0, -0, 0, -0, 1, -0, 0, -0, 0
0, -0, 0, -0, 0, -0, 0, -0, 1, -0, 0, -0
-0, 0, -0, 0, -0, 0, -0, 0, -0, 1, -0, 0
0, -0, 0, -0, 0, -0, 0, -0, 0, -0, 1, -0
-0, 0, -0, 0, -0, 0, -0, 0, -0, 0, -0, 1
0.2, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0, -0
-0, 0.2, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0
0, -0, 0.2, -0, 0, -0, 0, -0, 0, -0, 0, -0
-0, 0, -0, 0.2, -0, 0, -0, 0, -0, 0, -0, 0
0, -0, 0, -0, 0.2, -0, 0, -0, 0, -0, 0, -0
-0, 0, -0, 0, -0, 0.2, -0, 0, -0, 0, -0, 0
0, -0, 0, -0, 0, -0, 0.2, -0, 0, -0, 0, -0
-0, 0, -0, 0, -0, 0, -0, 0.2, -0, 0, -0, 0
0, -0, 0, -0, 0, -0, 0, -0, 0.2, -0, 0, -0
-0, 0, -0, 0, -0, 0, -0, 0, -0, 0.2, -0, 0
0, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0.2, -0
-0, 0, -0, 0, -0, 0, -0, 0, -0, 0, -0, 0.2
0.287485249450973, -0.0600745298763241, 0, -0, 0, 0, -0, 0, -0, -0, 0, -0
-0.0600745298763241, 0.463537902459985, -0, 0, -0, -0, 0, -0, 0, 0, -0, 0
0, -0, 2, -0, 0, 0, -0, 0, -0, -0, 0, -0
-0, 0, -0, 2, -0, -0, 0, -0, 0, 0, -0, 0
0, -0, 0, -0, 1.87041473433128, 0.63495807688904, -0, 0, -0, -0, 0, -0
0, -0, 0, -0, 0.63495807688904, 0.6588639624844, -0, 0, -0, -0, 0, -0
-0, 0, -0, 0, -0, -0, 2, -0, 0, 0, -0, 0
0, -0, 0, -0, 0, 0, -0, 2, -0, -0, 0, -0
-0, 0, -0, 0, -0, -0, 0, -0, 0.389889090077311, 0.0104293834260365, -0, 0
-0, 0, -0, 0, -0, -0, 0, -0, 0.0104293834260365, 0.43642778617138, -0, 0
0, -0, 0, -0, 0, 0, -0, 0, -0, -0, 2, -0
-0, 0, -0, 0, -0, -0, 0, -0, 0, 0, -0, 2
0.341960224472696, -0.0642230825645819, 0, -0, 0, 0, -0, 0, -0, -0, 0, -0
-0.0642230825645819, 0.506508315082548, -0, 0, -0, -0, 0, -0, 0, 0, -0, 0
0, -0, 20, -0, 0, 0, -0, 0, -0, -0, 0, -0
-0, 0, -0, 20, -0, -0, 0, -0, 0, 0, -0, 0
0, -0, 0, -0, 0.544238863732638, 0.030736325110553, -0, 0, -0, -0, 0, -0
0, -0, 0, -0, 0.030736325110553, 0.389940458773879, -0, 0, -0, -0, 0, -0
