10000, 8433.34336000001, 7871.10945832001, 7360.1091209306, 5066.60081651183, 3805.1712490815, 3805.1712490815, 3805.1712490815, 3805.1712490815, 3805.1712490815
0, 0, 1.26821470409563e-16, 1.85337009594457e-13, -5.49927652315887e-13, -2.99338073533575e-13, -2.99338073533575e-13, -2.99338073533575e-13, -2.99338073533575e-13, -2.99338073533575e-13
0, 4.7628, 6.47204985, 8.02554430741873, 14.9980493690804, 18.8329271529942, 18.8329271529942, 18.8329271529942, 18.8329271529942, 18.8329271529942
0, 0, 8.32534525979838e-17, -1.36103725705874e-14, -1.44113470746894e-13, -7.87019544354589e-14, -7.87019544354589e-14, -7.87019544354589e-14, -7.87019544354589e-14, -7.87019544354589e-14
0, 0, 7.26516923623155e-16, 1.54573193404457e-12, 2.92377610659735e-12, 1.5794549150807e-12, 1.5794549150807e-12, 1.5794549150807e-12, 1.5794549150807e-12, 1.5794549150807e-12
10000, 8433.34336000001, 7871.10945832001, 7360.1091209306, 5066.60081651183, 3805.1712490815, 3805.1712490815, 3805.1712490815, 3805.1712490815, 3805.1712490815
0, 0, -1.38773744277529e-17, 3.77251775901369e-14, -3.24986225692518e-14, -1.94183353379017e-14, -1.94183353379017e-14, -1.94183353379017e-14, -1.94183353379017e-14, -1.94183353379017e-14
0, 4.7628, 6.47204985, 8.02554430741871, 14.9980493690802, 18.8329271529941, 18.8329271529941, 18.8329271529941, 18.8329271529941, 18.8329271529941
0, 4.7628, 6.47204985, 8.02554430741887, 14.9980493690798, 18.8329271529939, 18.8329271529939, 18.8329271529939, 18.8329271529939, 18.8329271529939
0, 0, -5.62429383333753e-17, 3.88297433430003e-14, 6.71890750285044e-14, 3.75396312541663e-14, 3.75396312541663e-14, 3.75396312541663e-14, 3.75396312541663e-14, 3.75396312541663e-14
10000, 8380.56700000001, 7799.39298212501, 7271.17844662887, 4900.40814564587, 3596.48448010523, 3596.48448010523, 3596.48448010523, 3596.48448010523, 3596.48448010523
0, 0, 7.20059166579806e-18, -9.33516647194999e-17, -1.56757802606342e-14, -8.42955347316381e-15, -8.42955347316381e-15, -8.42955347316381e-15, -8.42955347316381e-15, -8.42955347316381e-15
0, 0, 1.09108291268984e-16, -2.05934192728842e-13, 7.6081863896716e-13, 4.16561452672769e-13, 4.16561452672769e-13, 4.16561452672769e-13, 4.16561452672769e-13, 4.16561452672769e-13
0, 4.7628, 6.47204985, 8.02554430741872, 14.9980493690801, 18.8329271529941, 18.8329271529941, 18.8329271529941, 18.8329271529941, 18.8329271529941
0, 0, 3.04812897743141e-18, 9.41095836007369e-16, -1.70343515368432e-14, -9.42750624972328e-15, -9.42750624972328e-15, -9.42750624972328e-15, -9.42750624972328e-15, -9.42750624972328e-15
10000, 8380.56700000001, 7799.39298212501, 7271.17844662887, 4900.40814564587, 3596.48448010523, 3596.48448010523, 3596.48448010523, 3596.48448010523, 3596.48448010523
20, 115.957849162068, 150.554424595582, 183.721322070176, 325.297893136571, 432.496418322109, 432.496418322109, 432.496418322109, 432.496418322109, 432.496418322109
0, -2.3732493752247, -2.76961935313857, -3.28075168371494, -23.2074018328657, -31.7318777421597, -31.7318777421597, -31.7318777421597, -31.7318777421597, -31.7318777421597
0, 0, -1.94244620388417e-15, 5.00033161876523e-13, 3.54919916541463e-12, 1.98723140639817e-12, 1.98723140639817e-12, 1.98723140639817e-12, 1.98723140639817e-12, 1.98723140639817e-12
0, 0, 1.70247787132978e-16, 3.33753572332332e-17, 1.39439140697511e-12, 7.72862303592818e-13, 7.72862303592818e-13, 7.72862303592818e-13, 7.72862303592818e-13, 7.72862303592818e-13
0, -2.3732493752247, -2.76961935313857, -3.28075168371446, -23.2074018328571, -31.731877742155, -31.731877742155, -31.731877742155, -31.731877742155, -31.731877742155
20, 133.656824182399, 174.607296814492, 211.701185453871, 358.288973141211, 421.868253298016, 421.868253298016, 421.868253298016, 421.868253298016, 421.868253298016
0, 0, 2.52789032068991e-16, -4.75491693780501e-13, 3.15078124202518e-12, 1.73564973256312e-12, 1.73564973256312e-12, 1.73564973256312e-12, 1.73564973256312e-12, 1.73564973256312e-12
0, 0, 6.47482067961391e-16, 1.83178423429631e-13, 3.49003698246197e-12, 1.92431650382047e-12, 1.92431650382047e-12, 1.92431650382047e-12, 1.92431650382047e-12, 1.92431650382047e-12
0, 0, -9.71223101942087e-16, 5.09333149156799e-13, 4.91962202518181e-12, 2.72657548887098e-12, 2.72657548887098e-12, 2.72657548887098e-12, 2.72657548887098e-12, 2.72657548887098e-12
0, 0, 1.71898366972886e-17, -3.93814033977362e-13, 3.32950243918009e-12, 1.84439065296238e-12, 1.84439065296238e-12, 1.84439065296238e-12, 1.84439065296238e-12, 1.84439065296238e-12
20, 17.0840000000001, 16.0375205000001, 15.0864014444375, 10.8175207944407, 8.46963643694237, 8.46963643694237, 8.46963643694237, 8.46963643694237, 8.46963643694237
0, 0, 1.67150280168628e-17, -5.91681128105414e-14, 2.75989054294306e-13, 1.52064413801662e-13, 1.52064413801662e-13, 1.52064413801662e-13, 1.52064413801662e-13, 1.52064413801662e-13
