-15,-14.9,-13.5,-12.5,-11.1,-9.8,-10,-8.6,-7.8,-6.6,-6.8,-6.5,-6.2,-6.1,-5.5,-5.3,-4.5,-3.9,-2.7,-1.3,-0.3,0.7,1.8,3.1,4.3,5.5,6.1,6.3,7.6,7.1,7.6,8.6,8.7,8.5,8.2,7,6.3,7.2,7
18,19.3,19.3,18.6,18.3,18.4,17.2,17.4,17,16.3,15.6,14.7,13.5,12.9,12.1,10.8,10.7,10,9.3,9.7,10.3,10.8,10.7,10.8,11.3,10.4,9.8,9,8.7,7.6,6.8,5.9,4.8,3.5,2.9,2.8,1.5,0.3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
