8,8.8,8.9,8.5,8.6,8,7.4,7.7,7.7,7.6,7.2,6.1,5.6,4.7,3.7,2.4,1.7,1.5,0.4,-0.1,-1.2,-2.2,-1.5,-2.6,-2.9,-3.2,-3.6,-3.5,-3.1,-3.5,-4.3,-4.8,-5.1,-5.3,-5.4,-6.7,-7.7,-8.1,-9.5,-9.7,-10.2,-10.1,-10
-5,-5,-3.7,-2.8,-1.8,-1.2,-0.4,1,1.6,2.9,3.3,4.3,4.4,3.2,2.6,3.1,3.5,4.8,5.1,4.9,5.2,6.3,7.5,7.8,8.4,9.6,9.9,11.3,12.5,13.9,14.7,15.4,16.2,16.9,18.2,17.5,18.4,19.7,19.9,18.9,18.2,17.1,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
