13,13.1,12.1,12.5,11.2,10.9,11,10,8.8,8,6.8,5.7,4.7,4.2,3.3,2,0.6,0.5,-0.6,-1.7,-2.2,-3,-3.6,-4.3,-5.2,-5.8,-6.1,-6.8,-7.8,-8.8,-9.8,-10.8,-12,-12.2,-11.5,-12.9,-13
14,15,15.8,16.9,16.3,16.9,18.2,19,18.4,18.5,18.6,18.2,17.6,17.8,16.7,16,16.3,17.1,17.8,17.9,16.5,15.8,14.8,13.7,12.5,11.2,10.3,9.9,9.1,8.6,9.5,10.5,10.3,9.5,8.5,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
