100000, 9399961.64337465, 27013446.7118286, 52989499.8748829, 67796381.5344773, 73941983.8412174, 76320116.1632856, 77184352.9455727, 77475270.6676306, 77561769.1002496, 77564333.2804034, 77568295.5658315, 77580477.5121539, 77580477.5121539, 37220800.231072, 33917345.8435866, 17344844.6041276
0, 37305.1426749146, 107958.506492738, 212156.825425511, 271551.998659936, 296203.989675356, 305743.444672763, 309210.176870642, 310377.141589874, 310724.114673608, 310734.400426405, 310750.294429937, 310799.160141759, 310799.160141759, 149112.172311197, 135878.033058093, 69486.0798329765
0, -3746349.68854583, -10841677.264162, -21305739.6343963, -27270469.2344667, -29746132.7017655, -30704127.5436526, -31052272.3343849, -31169464.1636867, -31204308.7564419, -31205341.6978548, -31206937.8449519, -31211845.158827, -31211845.158827, -14974512.9019996, -13645481.3016895, -6978103.68422987
0, 997590.747029818, 2886958.72520372, 5673364.87111277, 7261673.37198707, 7920901.46681439, 8175999.59417042, 8268704.77407475, 8299911.01328313, 8309189.55004729, 8309464.6052027, 8309889.63268472, 8311196.36892709, 8311196.36892709, 3987464.26634612, 3633565.20800857, 1858153.20136452
0, 3441.82902720999, 9960.41550139428, 19573.9103971117, 25053.79913781, 27328.22920754, 28208.3537898249, 28528.1997588432, 28635.8656932529, 28667.8779560571, 28668.8269352059, 28670.2933400712, 28674.8017647366, 28674.8017647366, 13757.3151091611, 12536.3133553708, 6410.89108384483
0, -7442.48425415765, -21538.0354305647, -42325.9025277285, -54175.4120021266, -59093.5557702585, -60996.7047336636, -61688.327870477, -61921.1407194648, -61990.3628568738, -61992.4148944146, -61995.5857942569, -62005.3346456142, -62005.3346456142, -29748.3112234703, -27108.0620260109, -13862.6746330023
0, 37305.1426749151, 107958.50649274, 212156.825425514, 271551.998659939, 296203.98967536, 305743.444672767, 309210.176870646, 310377.141589878, 310724.114673612, 310734.400426409, 310750.294429941, 310799.160141763, 310799.160141763, 149112.172311199, 135878.033058095, 69486.0798329774
100000, 89649.9421797371, 70047.6474751446, 41138.5333852636, 24659.7469997553, 17820.2199506931, 15173.5631168795, 14211.7418739455, 13887.9754585879, 13791.7101390845, 13788.8564270079, 13784.4467439518, 13770.8892849391, 13770.8892849391, 6606.60749257408, 6020.20840034786, 3078.40913726366
0, -14170.4949940415, -41008.4338545702, -80588.5467009762, -103150.020659756, -112514.169681281, -116137.766579559, -117454.617494293, -117897.893314364, -118029.692310255, -118033.599391104, -118039.636786523, -118058.198606023, -118058.198606023, -56640.8044515353, -51613.7682149829, -26394.541766245
0, 3796.23269178971, 10986.0352304754, 21589.4275887122, 27633.5781320275, 30142.2052943992, 31112.955928932, 31465.7363007417, 31584.4885504226, 31619.7971022521, 31620.8437973784, 31622.4611973262, 31627.4338525534, 31627.4338525534, 15173.8999688155, 13827.1721860503, 7071.01780001057
