1e-05, 5.12460535765713e-06, 7.4149052600824e-06, 1.69048696922703e-05, 3.94626081387065e-05, 8.39233766884085e-05, 0.000100435026545703, 0.000134510408821922, 0.000146874047821593, 0.000156609835452533, 0.000164975259917267, 0.000169680705712063, 0.000173792495287792, 0.000178204808579628, 0.000181944802018435, 0.000183889366740292, 0.000186475253099034, 0.000187900411739068, 0.000189183192152446, 0.000190453489592528, 0.000191870993368784, 0.00039831105612239, 0.000731476551309837, 0.00109569638524391, 0.00137848667684808, 0.00148418037646059
0, -2.75940924251252e-08, -6.79118967419574e-08, -2.66316906785189e-07, -6.76289129470479e-07, -1.02364994570181e-06, -1.04852303198113e-06, -9.62286600719321e-07, -8.84269651303618e-07, -8.02314693322006e-07, -7.14522570853764e-07, -6.56618647355203e-07, -5.99981231580916e-07, -5.3176348483453e-07, -4.66678953131821e-07, -4.29718288494037e-07, -3.76714394918813e-07, -3.45378513038509e-07, -3.15736742840842e-07, -2.84895957235479e-07, -2.48573344273539e-07, -4.45859018769528e-07, -5.95925732963819e-07, -4.87312459290012e-07, -1.7277424512058e-07, -1.45125775709781e-08
0, 2.12169208420134e-06, 2.80707788773659e-06, 4.41947674529884e-06, 7.24049511154065e-06, 1.21306367784518e-05, 1.36638286366081e-05, 1.58540434463802e-05, 1.610460372235e-05, 1.59602597437854e-05, 1.54927903886696e-05, 1.50402326813513e-05, 1.44984752473465e-05, 1.372345667961e-05, 1.28625359261101e-05, 1.23203298829132e-05, 1.14722526198351e-05, 1.09294272263158e-05, 1.03852025670397e-05, 9.7846484614889e-06, 9.02724775764531e-06, 1.71193655304348e-05, 2.57432437091389e-05, 2.6112891747455e-05, 1.45307568760774e-05, 3.61990347495819e-06
0, -7.43390341633873e-07, -1.05848775286812e-06, -2.02077784866969e-06, -3.68296361852686e-06, -5.41228330056172e-06, -5.7296903507468e-06, -5.85034762208881e-06, -5.65941077098329e-06, -5.37940729839795e-06, -5.01618730038673e-06, -4.74726694523798e-06, -4.4644079040214e-06, -4.09992043718288e-06, -3.7295456243557e-06, -3.5097114351604e-06, -3.18236198087214e-06, -2.98195359101616e-06, -2.78738341212009e-06, -2.57953774485021e-06, -2.32695018237078e-06, -4.31838862606504e-06, -6.22022909166964e-06, -5.88888381510099e-06, -2.93287828076018e-06, -6.10555091551262e-07
0, -2.85169625692546e-09, -6.03590392029209e-09, -2.17570111420958e-08, -6.01566778973693e-08, -1.11950300568059e-07, -1.22471801143439e-07, -1.2651050324183e-07, -1.2054009555119e-07, -1.12083804634765e-07, -1.01491574199099e-07, -9.38774158025175e-08, -8.60554194456183e-08, -7.62432064855057e-08, -6.65754760094248e-08, -6.0984812448991e-08, -5.28757965753331e-08, -4.80459921766271e-08, -4.3462378048342e-08, -3.86869902052514e-08, -3.30667267780322e-08, -5.78919741553512e-08, -7.24667155859644e-08, -4.87626868227898e-08, -2.88487501250389e-09, 7.13498197664812e-09
0, 6.18309773531475e-09, -2.94225846874788e-09, -5.75135325137803e-08, -1.56653671902708e-07, -1.7173631516607e-07, -1.41776019690297e-07, -3.62407124485689e-08, 1.69003070531096e-08, 6.48383930122359e-08, 1.10324658571548e-07, 1.37444156966255e-07, 1.61739094515436e-07, 1.87856295555729e-07, 2.09166055203851e-07, 2.19474144629793e-07, 2.31630047964627e-07, 2.37154290214441e-07, 2.41078117131793e-07, 2.43621295031573e-07, 2.44286057787809e-07, 4.99974419819752e-07, 8.67926164787694e-07, 1.09656490077031e-06, 8.67553731001144e-07, 3.62871060723995e-07
0, -2.75940924251252e-08, -6.79118967419576e-08, -2.66316906785183e-07, -6.76289129470734e-07, -1.02364994570495e-06, -1.04852303198568e-06, -9.62286600730985e-07, -8.84269651320928e-07, -8.02314693288893e-07, -7.14522570708764e-07, -6.56618647332942e-07, -5.99981231644528e-07, -5.31763485002913e-07, -4.66678953369117e-07, -4.29718288534424e-07, -3.76714394725775e-07, -3.4537851292415e-07, -3.1573674254061e-07, -2.84895957289593e-07, -2.48573344633813e-07, -4.45859018045401e-07, -5.95925732543587e-07, -4.87312464642816e-07, -1.72774247609051e-07, -1.45126007179362e-08
1e-05, 1.12756854638887e-05, 1.82696141912598e-05, 4.61302368146768e-05, 9.59446949088354e-05, 0.000144044691176471, 0.000154546343715089, 0.000171051925927673, 0.000176080831112964, 0.000179880381068282, 0.000183114451746956, 0.000184953452055863, 0.000186591558261949, 0.000188403257175757, 0.00019000491242588, 0.000190870660609288, 0.000192067536173871, 0.000192754262046487, 0.000193392073069112, 0.000194044658287106, 0.000194801217444772, 0.000403257830024497, 0.000737419493154959, 0.00110000314003524, 0.00137995677394063, 0.00148431819499441
0, -6.91203472888565e-09, -8.69983706515287e-08, -4.21241288549311e-07, -9.82198557797886e-07, -1.15293791591668e-06, -1.02907140258953e-06, -5.47169546170774e-07, -3.04840012998899e-07, -9.39062248658023e-08, 9.47171613834553e-08, 1.99272352452535e-07, 2.85848943784357e-07, 3.68335778991057e-07, 4.23099992420611e-07, 4.42984790675538e-07, 4.56251303003066e-07, 4.55108115695266e-07, 4.47516427838232e-07, 4.32522421157811e-07, 4.05084403502233e-07, 7.6557634893641e-07, 1.07911690464851e-06, 7.711905245531e-07, -2.1060429334415e-07, -4.81463823658327e-07
0, 3.92247089760593e-10, 1.40965876721052e-08, 2.29124515957453e-08, -1.52704727335634e-07, -5.33615635221448e-07, -6.36439502086896e-07, -7.95511136917736e-07, -8.32323652930748e-07, -8.47444915435752e-07, -8.44021621010823e-07, -8.31587764149842e-07, -8.11609048796415e-07, -7.76952104554923e-07, -7.32544713174454e-07, -7.02125267836262e-07, -6.51555317363074e-07, -6.17630669336606e-07, -5.82652555083731e-07, -5.43191020091046e-07, -4.92536301083827e-07, -9.14543137142061e-07, -1.30096081669595e-06, -1.15919096854634e-06, -4.66897322273996e-07, -5.25059818327318e-08
