0.27886, 0.27855500999923, 0.277648584988901, 0.276156680983713, 0.274100413133015, 0.271505425161144, 0.268401288143653, 0.264820928607954, 0.260800085949093, 0.256376799154426, 0.251590922834675, 0.24648367256302, 0.241097199528233, 0.235474194512012, 0.22965752120434, 0.223689878873485, 0.217613494409064, 0.211469843757167, 0.205299402765999, 0.199141427458863, 0.193033763748842, 0.187012686606477, 0.181112768688384, 0.175366778431365, 0.169805607613358, 0.164458228379763, 0.159351679731225, 0.154511083467051, 0.149959689576802, 0.145718951071307, 0.141808628243067, 0.138246922344583, 0.135050638671219, 0.132235379032448, 0.129815763591136, 0.127805682044301, 0.126218574109344, 0.125067739265708, 0.124366675680707, 0.124129448216141
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -0.0147812798559439, -0.0292446731556402, -0.0432563834440964, -0.0566983414922575, -0.0694674900527768, -0.0814750689222156, -0.092645900268123, -0.102917674158336, -0.112240234210766, -0.120574863267136, -0.127893568985662, -0.134178369246943, -0.1394205772751, -0.143620086392016, -0.146784654345113, -0.148929187176129, -0.150075022627172, -0.150249213107964, -0.149483808272128, -0.147815137268669, -0.145283090746369, -0.141930402693557, -0.137801932194246, -0.132943945175352, -0.127403396210253, -0.121227210433242, -0.114461565609248, -0.107151174395196, -0.0993385668250824, -0.0910633730516257, -0.0823616063845525, -0.0732649466811807, -0.0638000241712546, -0.0539877038389864, -0.043842370547031, -0.0333712151796517, -0.022573522221972, -0.0114399594062787, 4.8129608694273e-05
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.27886, 0.27855500999923, 0.277648584988901, 0.276156680983713, 0.274100413133015, 0.271505425161144, 0.268401288143653, 0.264820928607954, 0.260800085949093, 0.256376799154426, 0.251590922834675, 0.24648367256302, 0.241097199528233, 0.235474194512012, 0.22965752120434, 0.223689878873485, 0.217613494409064, 0.211469843757167, 0.205299402765999, 0.199141427458863, 0.193033763748842, 0.187012686606477, 0.181112768688384, 0.175366778431365, 0.169805607613358, 0.164458228379763, 0.159351679731225, 0.154511083467051, 0.149959689576802, 0.145718951071307, 0.141808628243067, 0.138246922344583, 0.135050638671219, 0.132235379032448, 0.129815763591136, 0.127805682044301, 0.126218574109344, 0.125067739265708, 0.124366675680707, 0.124129448216141
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -0.0147812798559439, -0.0292446731556402, -0.0432563834440963, -0.0566983414922574, -0.0694674900527768, -0.0814750689222155, -0.092645900268123, -0.102917674158336, -0.112240234210766, -0.120574863267136, -0.127893568985662, -0.134178369246943, -0.1394205772751, -0.143620086392016, -0.146784654345113, -0.148929187176129, -0.150075022627172, -0.150249213107964, -0.149483808272128, -0.147815137268669, -0.145283090746369, -0.141930402693557, -0.137801932194246, -0.132943945175353, -0.127403396210253, -0.121227210433242, -0.114461565609249, -0.107151174395196, -0.0993385668250826, -0.0910633730516259, -0.0823616063845527, -0.0732649466811809, -0.0638000241712549, -0.0539877038389867, -0.0438423705470313, -0.033371215179652, -0.0225735222219724, -0.0114399594062791, 4.81296086938063e-05
0, -0.0147812798559439, -0.0292446731556402, -0.0432563834440964, -0.0566983414922575, -0.0694674900527768, -0.0814750689222156, -0.092645900268123, -0.102917674158336, -0.112240234210766, -0.120574863267136, -0.127893568985662, -0.134178369246943, -0.1394205772751, -0.143620086392016, -0.146784654345113, -0.148929187176129, -0.150075022627172, -0.150249213107964, -0.149483808272128, -0.147815137268669, -0.145283090746369, -0.141930402693557, -0.137801932194246, -0.132943945175352, -0.127403396210253, -0.121227210433242, -0.114461565609248, -0.107151174395196, -0.0993385668250824, -0.0910633730516257, -0.0823616063845525, -0.0732649466811807, -0.0638000241712546, -0.0539877038389864, -0.043842370547031, -0.0333712151796517, -0.022573522221972, -0.0114399594062787, 4.8129608694273e-05
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.27886, 0.257615082419215, 0.240760779198604, 0.227826345156253, 0.218361964460151, 0.211938748763725, 0.208148736299947, 0.206604892079511, 0.20694110928863, 0.208812211917788, 0.211893958578995, 0.215883047392331, 0.220497121750541, 0.22547477671109, 0.230575565725144, 0.235580007396966, 0.240289591976999, 0.244526787325624, 0.248135044137988, 0.25097880028644, 0.252943484208462, 0.253935517336658, 0.253882315627019, 0.252732290287349, 0.250454847836914, 0.247040389640293, 0.242500311054005, 0.236867000305776, 0.230193837195434, 0.222555191665591, 0.214046422240395, 0.204783874271559, 0.194904877860188, 0.184567745235422, 0.173951767257548, 0.163257208558902, 0.152705300616226, 0.142538231723754, 0.133019132341962, 0.124432053522688
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, -0.0147812798559439, -0.0292446731556402, -0.0432563834440963, -0.0566983414922574, -0.0694674900527768, -0.0814750689222155, -0.092645900268123, -0.102917674158336, -0.112240234210766, -0.120574863267136, -0.127893568985662, -0.134178369246943, -0.1394205772751, -0.143620086392016, -0.146784654345113, -0.148929187176129, -0.150075022627172, -0.150249213107964, -0.149483808272128, -0.147815137268669, -0.145283090746369, -0.141930402693557, -0.137801932194246, -0.132943945175353, -0.127403396210253, -0.121227210433242, -0.114461565609249, -0.107151174395196, -0.0993385668250826, -0.0910633730516259, -0.0823616063845527, -0.0732649466811809, -0.0638000241712549, -0.0539877038389867, -0.0438423705470313, -0.033371215179652, -0.0225735222219724, -0.0114399594062791, 4.81296086938063e-05
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.27886, 0.257615082419215, 0.240760779198604, 0.227826345156253, 0.218361964460151, 0.211938748763725, 0.208148736299947, 0.206604892079511, 0.20694110928863, 0.208812211917787, 0.211893958578994, 0.215883047392331, 0.22049712175054, 0.22547477671109, 0.230575565725143, 0.235580007396965, 0.240289591976998, 0.244526787325624, 0.248135044137987, 0.250978800286439, 0.252943484208461, 0.253935517336657, 0.253882315627018, 0.252732290287348, 0.250454847836913, 0.247040389640292, 0.242500311054004, 0.236867000305775, 0.230193837195433, 0.22255519166559, 0.214046422240394, 0.204783874271558, 0.194904877860187, 0.184567745235421, 0.173951767257547, 0.163257208558901, 0.152705300616225, 0.142538231723752, 0.133019132341961, 0.124432053522686
