9.93010330503131, 1.88762700568679, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.88762700568679, 7.9436329989936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 7.08739295493146, -0.349391734816181, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, -0.349391734816181, 16.4103321338467, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 10.1837890844147, 0.0739882314891487, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0.0739882314891487, 7.82230084390446, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
