-1.24344978758018e-14, -4.44089209850063e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-4.44089209850063e-16, 6.21724893790088e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, -1.23259516440783e-32, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, -1.23259516440783e-32, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, -1.04805053524615e-13, 6.42819131257966e-14, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 6.42819131257966e-14, 9.9475983006414e-14, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, -1.23259516440783e-32, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, -1.23259516440783e-32, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, -4.52415882534751e-15, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, -4.52415882534751e-15, -8.88178419700125e-16, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.23259516440783e-32, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.23259516440783e-32
