9.93010330503188, 1.88762700568591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1.88762700568591, 7.94363299899294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 5.29395592033938e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 5.29395592033938e-23, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 7.08739361892927, -0.349391029028167, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, -0.349391029028167, 16.410334161329, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 5.29395592033938e-23, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 5.29395592033938e-23, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 10.1837890844147, 0.0739882314891374, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0.0739882314891374, 7.82230084390446, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29395592033938e-23, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29395592033938e-23
