-5,-1.1,0,3.1,3.4,4.1,4.8,4.8,4.4,3.5,3.6,2.1,2.9,4.9,5.5,7.3,9.1,11.6,13.2,14.7,15.9,14.8,15.3,16.8,20.1,23,23.9,26.5,27.9,29.4,31.5,31.8,34.7,35.1,37.2,35.5,38.4,39.6,40.3,42.8,43.9,46.7,46.6,48.8,50.1,50.9,53.8,55,55
-5,-5.4,-3.1,-3,-1.7,1.7,3.8,7.3,8.7,11.1,13.3,15.4,17.3,19.6,22.9,24.1,21.1,23,23.3,24.7,26.8,29.4,30.8,32.4,33.3,34.9,34.1,32.8,35.2,35.3,37.5,40.7,39.4,42.7,45.3,47.7,49,50.6,53.3,53.7,55.2,55.5,58.5,61,59.5,56.3,58,60,60
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
