50,56,62,68,72,78,83,85,86,92,97,101,106,111,116,122,126,129,135,134,134,134,134,137,141,148,153,156,155,156,156,158,160,160,160,165,166,170,173,174,170,170,173,177,179,180,178,178,181,186,192,196,197,198,202,206,207,204,209,214,220,223,230,234,240,246,252,256,255,258,256,259,265,266,269,276,281,287,289,294,300,306,315,321,326,328,334,335,339,338,335,331,330,329,332,332,332,335,336,332,335,337,341,344,349,351,356,359,360,365,363,362,361,358,361,364,366,371,373,373,378,379,382,387,392,395,400,405,410,414,415,420,426,430,433,439,444,449,454,456,466,472,478,484,490,496,499,504,510,515,521,529,535,542,551,557,563,568,574,580,584,589,594,600,606,611,617,622,626,628,633,636,641,646,652,655,658,663,670,676,682,688,693,694,700,703,700
150,149,147,146,148,148,151,157,163,165,169,174,177,180,184,185,189,196,203,209,215,221,227,232,236,242,246,251,257,263,269,275,281,287,293,296,302,307,312,318,323,329,334,338,344,350,356,362,371,374,375,380,386,392,397,402,408,416,423,427,429,434,439,444,445,446,446,451,457,462,468,473,475,481,485,486,489,491,497,500,500,499,502,503,506,511,518,524,528,534,539,543,549,555,560,566,576,581,587,592,597,606,610,615,619,625,628,637,643,646,655,664,673,681,690,695,701,705,711,717,720,726,731,735,738,743,747,750,753,758,764,768,776,780,785,787,789,793,797,803,803,805,805,804,806,807,812,815,817,819,821,823,822,824,828,827,825,829,828,829,824,820,817,818,820,823,824,820,816,811,808,803,800,796,795,790,781,778,773,772,772,772,769,763,761,756,750
